bizyaev_name,bizyaev_name_norm,bizyaev_catalog_token,RAJ2000,DEJ2000,h,z0,z0_over_h,h_over_z0,B/T,Type,thickness_flag,sparc_match_name,sparc_match_reason,match_sep_deg,nearest_sparc_name,nearest_sparc_sep_deg
2MASXJ15214138+1017119,2MASXJ152141381017119,,230.422409,10.286865,4.11,1.62,0.3941605839416058,2.537037037037037,0.17,SB,thick_like,,unmatched,,,
SDSSJ152141.99+393952.5,SDSSJ152141993939525,,230.424576,39.664482,3.18,1.03,0.3238993710691824,3.087378640776699,0.12,SC,thick_like,,unmatched,,,
PGC1635395,PGC1635395,PGC_1635395,230.45282,20.764368,5.31,3.86,0.7269303201506592,1.3756476683937824,0.48,SA,thick_like,,unmatched,,,
PGC1256036,PGC1256036,PGC_1256036,230.494141,3.640512,6.22,0.85,0.1366559485530546,7.317647058823529,0.06,SD,intermediate,,unmatched,,,
PGC1653647,PGC1653647,PGC_1653647,230.550842,21.613813,8.14,1.43,0.1756756756756756,5.6923076923076925,0.16,SB,intermediate,,unmatched,,,
2MASXJ15221798+3718066,2MASXJ152217983718066,,230.575073,37.301971,4.64,1.5,0.3232758620689655,3.0933333333333333,0.15,SC,thick_like,,unmatched,,,
SDSSJ152218.30+214841.5,SDSSJ152218302148415,,230.576294,21.811529,4.57,0.69,0.1509846827133479,6.623188405797102,0.05,SD,intermediate,,unmatched,,,
PGC1479095,PGC1479095,PGC_1479095,230.611359,15.236091,4.47,0.9,0.2013422818791946,4.966666666666666,0.07,SD,thick_like,,unmatched,,,
PGC1817802,PGC1817802,PGC_1817802,230.617844,27.780996,3.63,1.61,0.4435261707988981,2.254658385093168,0.16,SB,thick_like,,unmatched,,,
PGC84591,PGC84591,PGC_84591,230.695084,37.700291,9.53,2.2,0.2308499475341028,4.331818181818181,0.17,SD,thick_like,,unmatched,,,
PGC94749,PGC94749,PGC_94749,230.766388,7.672159,2.74,1.61,0.5875912408759124,1.7018633540372672,0.21,SB,thick_like,,unmatched,,,
PGC2326397,PGC2326397,PGC_2326397,230.776016,48.819099,4.06,2.29,0.5640394088669951,1.7729257641921394,0.11,SC,thick_like,,unmatched,,,
PGC1821114,PGC1821114,PGC_1821114,230.802368,27.905203,6.29,1.42,0.2257551669316375,4.429577464788733,0.06,SD,thick_like,,unmatched,,,
PGC2447854,PGC2447854,PGC_2447854,230.818817,53.681625,5.13,1.43,0.2787524366471735,3.5874125874125875,0.09,SB,thick_like,,unmatched,,,
PGC84610,PGC84610,PGC_84610,230.83493,8.404376,3.4,2.3,0.676470588235294,1.4782608695652175,0.31,SB,thick_like,,unmatched,,,
PGC1814033,PGC1814033,PGC_1814033,230.839035,27.642529,5.18,1.03,0.1988416988416988,5.0291262135922326,0.08,SD,intermediate,,unmatched,,,
PGC1815509,PGC1815509,PGC_1815509,230.849091,27.696306,5.15,1.78,0.345631067961165,2.8932584269662924,0.18,SB,thick_like,,unmatched,,,
PGC1638448,PGC1638448,PGC_1638448,230.868393,20.905062,5.14,2.69,0.5233463035019456,1.9107806691449811,0.28,SA,thick_like,,unmatched,,,
PGC1108950,PGC1108950,PGC_1108950,230.871216,-1.827819,4.21,1.0,0.2375296912114014,4.21,0.06,SD,thick_like,,unmatched,,,
PGC1746468,PGC1746468,PGC_1746468,230.899521,25.70265,6.12,1.68,0.2745098039215686,3.6428571428571432,0.17,SB,thick_like,,unmatched,,,
PGC2061993,PGC2061993,PGC_2061993,230.930115,35.272762,4.27,1.64,0.3840749414519906,2.6036585365853657,0.1,SC,thick_like,,unmatched,,,
SDSSJ152345.58+105809.5,SDSSJ152345581058095,,230.939926,10.969329,6.51,0.82,0.1259600614439324,7.939024390243903,0.06,SD,intermediate,,unmatched,,,
PGC91441,PGC91441,PGC_91441,230.952087,7.069789,8.18,1.27,0.1552567237163814,6.440944881889764,0.05,SD,intermediate,,unmatched,,,
PGC1744998,PGC1744998,PGC_1744998,230.952896,25.666925,5.66,1.28,0.2261484098939929,4.421875,0.25,SB,thick_like,,unmatched,,,
PGC1657945,PGC1657945,PGC_1657945,231.097839,21.819574,4.98,1.52,0.3052208835341365,3.2763157894736845,0.13,SB,thick_like,,unmatched,,,
SDSSJ152439.54+324353.5,SDSSJ152439543243535,,231.164749,32.731552,2.93,0.76,0.2593856655290102,3.855263157894737,0.08,SD,thick_like,,unmatched,,,
PGC2170112,PGC2170112,PGC_2170112,231.175781,40.732288,6.28,0.88,0.1401273885350318,7.136363636363637,0.06,SC,intermediate,,unmatched,,,
PGC1972080,PGC1972080,PGC_1972080,231.206772,31.94021,4.28,1.59,0.3714953271028037,2.691823899371069,0.1,SC,thick_like,,unmatched,,,
NED,NED,,231.275085,26.6455,5.75,1.15,0.1999999999999999,5.0,0.05,SD,intermediate,,unmatched,,,
PGC1782805,PGC1782805,PGC_1782805,231.281204,26.620981,3.61,1.4,0.3878116343490305,2.5785714285714287,0.12,SC,thick_like,,unmatched,,,
UGC09839,UGC09839,UGC_9839,231.301804,-1.811153,14.09,4.54,0.3222143364088006,3.10352422907489,0.25,SA,thick_like,,unmatched,,,
PGC1275803,PGC1275803,PGC_1275803,231.308289,4.95117,5.41,1.2,0.22181146025878,4.508333333333334,0.12,SB,thick_like,,unmatched,,,
PGC1648077,PGC1648077,PGC_1648077,231.322983,21.342628,6.24,2.03,0.3253205128205128,3.073891625615764,0.43,SB,thick_like,,unmatched,,,
UGC09841,UGC09841,UGC_9841,231.391968,18.277193,16.6,5.15,0.3102409638554216,3.2233009708737863,0.08,SD,thick_like,,unmatched,,,
PGC2321164,PGC2321164,PGC_2321164,231.398315,48.597435,5.79,1.85,0.3195164075993091,3.1297297297297297,0.18,SC,thick_like,,unmatched,,,
PGC91447,PGC91447,PGC_91447,231.419586,66.211205,8.86,2.38,0.2686230248306998,3.722689075630252,0.11,SC,thick_like,,unmatched,,,
PGC1147026,PGC1147026,PGC_1147026,231.437027,-0.29101,4.58,2.08,0.4541484716157205,2.201923076923077,0.13,SC,thick_like,,unmatched,,,
PGC2121552,PGC2121552,PGC_2121552,231.465103,38.237198,3.65,1.19,0.3260273972602739,3.0672268907563027,0.1,SC,thick_like,,unmatched,,,
PGC1836478,PGC1836478,PGC_1836478,231.476974,28.463305,4.79,1.67,0.348643006263048,2.8682634730538923,0.35,SA,thick_like,,unmatched,,,
UGC09845,UGC09845,UGC_9845,231.523224,9.204145,13.91,3.71,0.2667145938173975,3.7493261455525606,0.12,SD,thick_like,,unmatched,,,
PGC1938751,PGC1938751,PGC_1938751,231.567413,31.255663,3.76,2.01,0.5345744680851063,1.8706467661691544,0.11,SC,thick_like,,unmatched,,,
SDSSJ152629.64+150546.0,SDSSJ152629641505460,,231.623535,15.096122,5.81,0.95,0.1635111876075731,6.11578947368421,0.06,SD,intermediate,,unmatched,,,
NED,NED,,231.624283,41.292084,18.26,3.67,0.200985761226725,4.975476839237058,0.05,IR,thick_like,,unmatched,,,
SDSSJ152634.55+053430.3,SDSSJ152634550534303,,231.643997,5.575078,3.47,0.78,0.2247838616714697,4.448717948717949,0.08,SD,thick_like,,unmatched,,,
SDSSJ152638.35+285158.7,SDSSJ152638352851587,,231.659821,28.866316,4.89,1.08,0.2208588957055215,4.527777777777777,0.06,SD,thick_like,,unmatched,,,
PGC91444,PGC91444,PGC_91444,231.695114,-13.966483,8.62,2.16,0.2505800464037123,3.99074074074074,0.04,SD,thick_like,,unmatched,,,
PGC1127982,PGC1127982,PGC_1127982,231.71138,-1.051737,4.42,1.62,0.3665158371040724,2.7283950617283947,0.09,SC,thick_like,,unmatched,,,
PGC91445,PGC91445,PGC_91445,231.714432,20.622545,6.83,1.66,0.2430453879941434,4.114457831325302,0.08,SD,thick_like,,unmatched,,,
PGC1832759,PGC1832759,PGC_1832759,231.790863,28.330688,3.72,1.27,0.3413978494623655,2.9291338582677167,0.24,SB,thick_like,,unmatched,,,
SDSSJ152715.17+095625.8,SDSSJ152715170956258,,231.813232,9.940509,4.73,0.7,0.1479915433403805,6.757142857142858,0.06,SC,intermediate,,unmatched,,,
PGC91446,PGC91446,PGC_91446,231.815247,21.039015,6.21,1.93,0.3107890499194847,3.2176165803108807,0.1,SC,thick_like,,unmatched,,,
PGC1671447,PGC1671447,PGC_1671447,231.818207,22.518721,5.56,1.35,0.2428057553956835,4.118518518518518,0.2,SA,thick_like,,unmatched,,,
PGC1565492,PGC1565492,PGC_1565492,231.839279,18.636503,3.92,1.34,0.3418367346938776,2.9253731343283578,0.33,SB,thick_like,,unmatched,,,
PGC1255086,PGC1255086,PGC_1255086,231.840042,3.58945,4.66,1.29,0.2768240343347639,3.612403100775194,0.09,SC,thick_like,,unmatched,,,
NED,NED,,231.859894,6.680978,5.79,0.65,0.1122625215889464,8.907692307692308,0.05,SD,intermediate,,unmatched,,,
PGC1258506,PGC1258506,PGC_1258506,231.906021,3.783028,4.54,1.2,0.2643171806167401,3.7833333333333337,0.08,SC,thick_like,,unmatched,,,
PGC1239124,PGC1239124,PGC_1239124,231.951569,2.851733,4.29,1.71,0.3986013986013986,2.5087719298245617,0.09,SC,thick_like,,unmatched,,,
PGC1523249,PGC1523249,PGC_1523249,232.003326,17.043341,4.52,1.23,0.2721238938053097,3.6747967479674792,0.11,SB,thick_like,,unmatched,,,
PGC1142408,PGC1142408,PGC_1142408,232.02092,-0.475521,4.5,1.11,0.2466666666666667,4.0540540540540535,0.06,SD,thick_like,,unmatched,,,
PGC1388010,PGC1388010,PGC_1388010,232.02507,11.039215,5.14,2.05,0.3988326848249027,2.507317073170732,0.12,SC,thick_like,,unmatched,,,
PGC1520481,PGC1520481,PGC_1520481,232.041748,16.930601,5.34,1.22,0.2284644194756554,4.377049180327869,0.08,SB,thick_like,,unmatched,,,
PGC91449,PGC91449,PGC_91449,232.078613,49.120995,7.67,0.86,0.1121251629726206,8.918604651162791,0.04,SD,intermediate,,unmatched,,,
PGC2617503,PGC2617503,PGC_2617503,232.087204,61.41375,4.17,1.45,0.3477218225419664,2.875862068965517,0.25,SB,thick_like,,unmatched,,,
SDSSJ152829.39+210008.0,SDSSJ152829392100080,,232.122498,21.002234,4.76,1.2,0.2521008403361344,3.966666666666667,0.05,SD,thick_like,,unmatched,,,
PGC1511731,PGC1511731,PGC_1511731,232.165894,16.562109,5.75,1.64,0.2852173913043478,3.50609756097561,0.08,SC,thick_like,,unmatched,,,
PGC2311819,PGC2311819,PGC_2311819,232.195541,48.16861,3.79,0.71,0.1873350923482849,5.338028169014085,0.06,SD,intermediate,,unmatched,,,
PGC1277243,PGC1277243,PGC_1277243,232.240021,5.041649,4.88,1.95,0.3995901639344262,2.5025641025641026,0.26,SC,thick_like,,unmatched,,,
PGC1337846,PGC1337846,PGC_1337846,232.283539,8.056266,3.69,1.7,0.4607046070460704,2.170588235294117,0.13,SC,thick_like,,unmatched,,,
PGC2284782,PGC2284782,PGC_2284782,232.287598,46.650253,7.26,1.88,0.2589531680440771,3.861702127659575,0.24,SB,thick_like,,unmatched,,,
UGC09863,UGC09863,UGC_9863,232.331955,3.600994,11.53,2.59,0.2246313963573287,4.451737451737452,0.19,SB,thick_like,,unmatched,,,
PGC2433412,PGC2433412,PGC_2433412,232.355057,53.163742,4.89,1.56,0.3190184049079755,3.134615384615384,0.09,SC,thick_like,,unmatched,,,
PGC2167621,PGC2167621,PGC_2167621,232.415421,40.558964,6.33,3.17,0.5007898894154819,1.996845425867508,0.12,SC,thick_like,,unmatched,,,
2MASXJ15294235+3229194,2MASXJ152942353229194,,232.426575,32.488655,3.05,0.98,0.321311475409836,3.1122448979591835,0.12,SC,thick_like,,unmatched,,,
PGC1798127,PGC1798127,PGC_1798127,232.43338,27.11199,3.35,1.32,0.3940298507462687,2.537878787878788,0.1,SC,thick_like,,unmatched,,,
PGC1809485,PGC1809485,PGC_1809485,232.463989,27.482271,4.84,1.83,0.378099173553719,2.6448087431693987,0.28,SB,thick_like,,unmatched,,,
SDSSJ153005.64+421506.2,SDSSJ153005644215062,,232.523514,42.251743,5.28,0.81,0.1534090909090909,6.518518518518518,0.06,SD,intermediate,,unmatched,,,
PGC1893690,PGC1893690,PGC_1893690,232.536224,30.186935,5.37,1.61,0.2998137802607076,3.3354037267080745,0.14,SB,thick_like,,unmatched,,,
PGC1345940,PGC1345940,PGC_1345940,232.540665,8.393976,5.62,1.42,0.2526690391459074,3.95774647887324,0.18,SB,thick_like,,unmatched,,,
PGC1279696,PGC1279696,PGC_1279696,232.56337,5.203631,4.27,1.64,0.3840749414519906,2.6036585365853657,0.09,SC,thick_like,,unmatched,,,
PGC1494982,PGC1494982,PGC_1494982,232.564835,15.858923,6.53,1.28,0.1960183767228177,5.1015625,0.08,SD,intermediate,,unmatched,,,
PGC55270,PGC55270,PGC_55270,232.616791,8.502471,3.88,1.37,0.3530927835051546,2.8321167883211675,0.18,SC,thick_like,,unmatched,,,
2MASXJ15302891+0835534,2MASXJ153028910835534,,232.620483,8.597976,6.2,1.12,0.1806451612903226,5.535714285714286,0.08,SD,intermediate,,unmatched,,,
PGC1509244,PGC1509244,PGC_1509244,232.621674,16.458532,7.37,1.72,0.2333785617367706,4.284883720930233,0.11,SB,thick_like,,unmatched,,,
NED,NED,,232.623535,3.769927,5.58,1.11,0.1989247311827957,5.027027027027026,0.05,SD,intermediate,,unmatched,,,
PGC1786767,PGC1786767,PGC_1786767,232.649323,26.735704,5.8,1.71,0.2948275862068965,3.391812865497076,0.17,SB,thick_like,,unmatched,,,
PGC1794570,PGC1794570,PGC_1794570,232.67067,26.990038,5.37,1.2,0.2234636871508379,4.4750000000000005,0.07,SD,thick_like,,unmatched,,,
PGC2217773,PGC2217773,PGC_2217773,232.673004,43.311783,4.79,1.43,0.2985386221294363,3.34965034965035,0.08,SD,thick_like,,unmatched,,,
PGC1304138,PGC1304138,PGC_1304138,232.681702,6.613466,4.22,1.66,0.3933649289099526,2.5421686746987957,0.11,SC,thick_like,,unmatched,,,
NED,NED,,232.693008,60.681408,5.06,1.01,0.1996047430830039,5.00990099009901,0.07,SC,intermediate,,unmatched,,,
PGC2232865,PGC2232865,PGC_2232865,232.696625,43.943367,2.91,1.34,0.4604810996563574,2.171641791044776,0.16,SC,thick_like,,unmatched,,,
PGC2193217,PGC2193217,PGC_2193217,232.70636,42.144554,4.02,1.03,0.2562189054726368,3.902912621359223,0.08,SD,thick_like,,unmatched,,,
PGC2165210,PGC2165210,PGC_2165210,232.815308,40.397701,5.05,1.27,0.2514851485148515,3.976377952755905,0.09,SC,thick_like,,unmatched,,,
PGC55294,PGC55294,PGC_55294,232.832138,4.324146,5.25,2.3,0.438095238095238,2.2826086956521743,0.21,SB,thick_like,,unmatched,,,
PGC91453,PGC91453,PGC_91453,232.85672,-0.820295,5.8,1.27,0.2189655172413793,4.566929133858268,0.09,SB,thick_like,,unmatched,,,
PGC2209562,PGC2209562,PGC_2209562,232.910187,42.946301,3.52,1.6,0.4545454545454546,2.2,0.44,SA,thick_like,,unmatched,,,
PGC2386680,PGC2386680,PGC_2386680,232.980072,51.005783,3.73,1.84,0.4932975871313673,2.027173913043478,0.14,SC,thick_like,,unmatched,,,
PGC1277752,PGC1277752,PGC_1277752,232.99234,5.07416,5.21,1.8,0.345489443378119,2.8944444444444444,0.09,SC,thick_like,,unmatched,,,
PGC3090884,PGC3090884,PGC_3090884,233.041168,13.031919,3.46,1.3,0.3757225433526012,2.6615384615384614,0.18,SB,thick_like,,unmatched,,,
SDSSJ153229.14+332925.4,SDSSJ153229143329254,,233.121414,33.490395,2.84,1.09,0.3838028169014085,2.605504587155963,0.1,SC,thick_like,,unmatched,,,
PGC2677905,PGC2677905,PGC_2677905,233.123779,65.485466,4.38,1.06,0.2420091324200913,4.132075471698113,0.08,SC,thick_like,,unmatched,,,
PGC55357,PGC55357,PGC_55357,233.13974,5.100095,6.52,2.56,0.3926380368098159,2.546875,0.42,SB,thick_like,,unmatched,,,
PGC2149769,PGC2149769,PGC_2149769,233.147659,39.437752,5.21,2.54,0.4875239923224568,2.0511811023622046,0.39,SB,thick_like,,unmatched,,,
PGC2577285,PGC2577285,PGC_2577285,233.148636,58.320171,3.39,1.47,0.4336283185840707,2.306122448979592,0.12,SC,thick_like,,unmatched,,,
PGC1277091,PGC1277091,PGC_1277091,233.164322,5.032063,5.6,1.91,0.3410714285714286,2.931937172774869,0.4,SA,thick_like,,unmatched,,,
PGC1319388,PGC1319388,PGC_1319388,233.22757,7.337554,4.28,0.96,0.2242990654205607,4.458333333333334,0.06,SC,thick_like,,unmatched,,,
NED,NED,,233.333572,22.185799,6.91,2.1,0.3039073806078147,3.2904761904761903,0.13,SA,thick_like,,unmatched,,,
2MASXJ15332189+0356143,2MASXJ153321890356143,,233.341125,3.937303,5.26,1.18,0.2243346007604562,4.457627118644068,0.06,SD,thick_like,,unmatched,,,
PGC1651173,PGC1651173,PGC_1651173,233.404312,21.493484,7.29,1.38,0.1893004115226337,5.282608695652175,0.06,SD,intermediate,,unmatched,,,
PGC2115679,PGC2115679,PGC_2115679,233.423477,38.015827,3.7,1.18,0.3189189189189189,3.135593220338984,0.09,SC,thick_like,,unmatched,,,
PGC2354372,PGC2354372,PGC_2354372,233.444977,49.817368,3.84,1.01,0.2630208333333333,3.801980198019802,0.13,SB,thick_like,,unmatched,,,
NED,NED,,233.463348,2.134053,4.52,0.83,0.1836283185840708,5.44578313253012,0.05,SD,intermediate,,unmatched,,,
PGC1823047,PGC1823047,PGC_1823047,233.485092,27.980619,8.08,1.29,0.1596534653465346,6.263565891472868,0.07,SB,intermediate,,unmatched,,,
UGC09898,UGC09898,UGC_9898,233.498962,15.960416,8.02,2.37,0.2955112219451372,3.383966244725738,0.16,SD,thick_like,,unmatched,,,
PGC91455,PGC91455,PGC_91455,233.529388,11.659651,7.2,1.36,0.1888888888888888,5.294117647058823,0.06,SB,intermediate,,unmatched,,,
PGC1284394,PGC1284394,PGC_1284394,233.529739,5.499293,5.12,1.45,0.283203125,3.531034482758621,0.09,SC,thick_like,,unmatched,,,
PGC2297359,PGC2297359,PGC_2297359,233.570618,47.393089,5.36,1.12,0.208955223880597,4.785714285714286,0.06,SD,thick_like,,unmatched,,,
PGC91458,PGC91458,PGC_91458,233.586823,57.953655,10.5,0.89,0.0847619047619047,11.797752808988765,0.05,SD,thin_like,,unmatched,,,
PGC91456,PGC91456,PGC_91456,233.589554,4.601228,7.04,2.33,0.3309659090909091,3.021459227467811,0.26,SD,thick_like,,unmatched,,,
PGC1816919,PGC1816919,PGC_1816919,233.602585,27.745827,4.09,1.09,0.2665036674816626,3.752293577981651,0.23,SB,thick_like,,unmatched,,,
PGC91457,PGC91457,PGC_91457,233.625839,33.990929,7.79,1.19,0.1527599486521181,6.546218487394959,0.05,SB,intermediate,,unmatched,,,
PGC1800446,PGC1800446,PGC_1800446,233.671249,27.189837,5.22,1.69,0.3237547892720306,3.088757396449704,0.43,SB,thick_like,,unmatched,,,
UGC09905,UGC09905,UGC_9905,233.678772,8.334117,5.52,2.05,0.3713768115942029,2.6926829268292685,0.14,SD,thick_like,,unmatched,,,
PGC1268350,PGC1268350,PGC_1268350,233.708282,4.447775,4.76,1.17,0.245798319327731,4.068376068376068,0.1,SB,thick_like,,unmatched,,,
UGC09907,UGC09907,UGC_9907,233.721848,9.58296,9.19,2.46,0.2676822633297062,3.735772357723577,0.19,SB,thick_like,,unmatched,,,
PGC2067391,PGC2067391,PGC_2067391,233.791443,35.621716,5.23,1.64,0.3135755258126194,3.189024390243903,0.15,SC,thick_like,,unmatched,,,
PGC1692982,PGC1692982,PGC_1692982,233.8573,23.748981,5.38,1.14,0.2118959107806691,4.719298245614035,0.07,SD,thick_like,,unmatched,,,
PGC1265386,PGC1265386,PGC_1265386,233.857483,4.23258,5.2,1.2,0.2307692307692307,4.333333333333334,0.07,SD,thick_like,,unmatched,,,
UGC09919,UGC09919,UGC_9919,233.915298,12.606396,11.29,3.62,0.320637732506643,3.11878453038674,0.07,SD,thick_like,,unmatched,,,
PGC3088796,PGC3088796,PGC_3088796,233.923782,33.3918,4.24,2.59,0.6108490566037735,1.6370656370656371,0.37,SA,thick_like,,unmatched,,,
PGC55538,PGC55538,PGC_55538,233.933167,13.855608,4.83,2.7,0.5590062111801243,1.7888888888888888,0.57,SA,thick_like,,unmatched,,,
PGC214392,PGC214392,PGC_214392,233.990082,26.370199,8.49,2.01,0.2367491166077738,4.223880597014926,0.06,SD,thick_like,,unmatched,,,
SDSSJ153559.79+095026.4,SDSSJ153559790950264,,233.99913,9.840694,4.65,1.96,0.4215053763440859,2.372448979591837,0.09,SC,thick_like,,unmatched,,,
PGC1698679,PGC1698679,PGC_1698679,234.005432,24.047768,4.91,2.09,0.4256619144602851,2.349282296650718,0.11,SC,thick_like,,unmatched,,,
PGC1947702,PGC1947702,PGC_1947702,234.012833,31.449711,5.27,1.75,0.3320683111954459,3.011428571428571,0.23,SC,thick_like,,unmatched,,,
PGC1589857,PGC1589857,PGC_1589857,234.044373,19.368393,4.05,1.14,0.2814814814814814,3.5526315789473686,0.07,SD,thick_like,,unmatched,,,
PGC1145574,PGC1145574,PGC_1145574,234.064529,-0.349308,6.48,1.74,0.2685185185185185,3.724137931034483,0.04,SD,thick_like,,unmatched,,,
PGC2426319,PGC2426319,PGC_2426319,234.064926,52.887283,4.39,1.19,0.2710706150341685,3.6890756302521006,0.08,SD,thick_like,,unmatched,,,
SDSSJ153619.33+310802.5,SDSSJ153619333108025,,234.080414,31.133932,12.63,1.4,0.1108471892319873,9.021428571428572,0.17,SD,intermediate,,unmatched,,,
2MASXJ15362833+1128326,2MASXJ153628331128326,,234.11792,11.475686,5.34,2.59,0.4850187265917602,2.0617760617760617,0.39,SA,thick_like,,unmatched,,,
PGC2069604,PGC2069604,PGC_2069604,234.121887,35.762756,2.53,0.81,0.3201581027667984,3.1234567901234565,0.06,SD,thick_like,,unmatched,,,
SDSSJ153646.96+414713.5,SDSSJ153646964147135,,234.195694,41.787094,3.65,0.94,0.2575342465753424,3.882978723404256,0.09,SB,thick_like,,unmatched,,,
PGC1214969,PGC1214969,PGC_1214969,234.216507,2.067658,5.02,0.99,0.197211155378486,5.07070707070707,0.11,SB,intermediate,,unmatched,,,
PGC55612,PGC55612,PGC_55612,234.245041,29.808907,8.58,2.67,0.3111888111888112,3.213483146067416,0.44,SA,thick_like,,unmatched,,,
PGC1764918,PGC1764918,PGC_1764918,234.317764,26.155861,4.48,1.92,0.4285714285714285,2.333333333333333,0.13,SC,thick_like,,unmatched,,,
PGC91461,PGC91461,PGC_91461,234.344131,35.241512,7.75,1.81,0.2335483870967742,4.281767955801105,0.14,SC,thick_like,,unmatched,,,
UGC09937,UGC09937,UGC_9937,234.34549,20.549818,10.04,4.24,0.4223107569721116,2.3679245283018866,0.49,SB,thick_like,,unmatched,,,
PGC2404406,PGC2404406,PGC_2404406,234.355804,51.996841,4.06,1.4,0.3448275862068966,2.9,0.1,SC,thick_like,,unmatched,,,
PGC1218641,PGC1218641,PGC_1218641,234.381699,2.182008,12.57,1.49,0.1185361972951471,8.436241610738255,0.07,SB,intermediate,,unmatched,,,
PGC2056635,PGC2056635,PGC_2056635,234.450485,34.921394,4.44,1.55,0.3490990990990991,2.8645161290322583,0.11,SC,thick_like,,unmatched,,,
2MASXJ15374853+0918577,2MASXJ153748530918577,,234.452042,9.31604,3.58,1.63,0.4553072625698323,2.196319018404908,0.14,SC,thick_like,,unmatched,,,
NGC05981,NGC05981,NGC_5981,234.472717,59.39175,22.43,5.62,0.2505572893446277,3.991103202846975,0.14,SB,thick_like,,unmatched,,,
PGC2566856,PGC2566856,PGC_2566856,234.51149,57.505093,4.73,1.15,0.2431289640591965,4.11304347826087,0.07,SD,thick_like,,unmatched,,,
PGC1238499,PGC1238499,PGC_1238499,234.534302,2.827309,5.22,0.88,0.1685823754789272,5.931818181818182,0.05,SB,intermediate,,unmatched,,,
PGC1670707,PGC1670707,PGC_1670707,234.652237,22.480253,2.96,1.32,0.445945945945946,2.242424242424242,0.14,SC,thick_like,,unmatched,,,
SDSSJ153840.75+222638.7,SDSSJ153840752226387,,234.6698,22.444096,4.46,1.37,0.3071748878923767,3.2554744525547443,0.07,SC,thick_like,,unmatched,,,
SDSSJ153848.86+214239.8,SDSSJ153848862142398,,234.703613,21.711061,6.66,0.93,0.1396396396396396,7.161290322580645,0.05,SD,intermediate,,unmatched,,,
PGC2041821,PGC2041821,PGC_2041821,234.781082,33.970451,4.89,1.53,0.3128834355828221,3.1960784313725488,0.16,SB,thick_like,,unmatched,,,
UGC09949,UGC09949,UGC_9949,234.805817,14.177066,10.67,1.87,0.1752577319587629,5.705882352941176,0.06,SD,intermediate,,unmatched,,,
UGC09957,UGC09957,UGC_9957,234.813141,40.145248,10.61,1.98,0.1866163996229971,5.358585858585858,0.07,SD,intermediate,,unmatched,,,
PGC91465,PGC91465,PGC_91465,234.81488,46.836166,5.61,1.65,0.2941176470588235,3.4000000000000004,0.06,SD,thick_like,,unmatched,,,
SDSSJ153917.23+033939.8,SDSSJ153917230339398,,234.821808,3.661043,4.92,1.58,0.3211382113821138,3.113924050632911,0.06,SC,thick_like,,unmatched,,,
2MASXJ15392895+3353392,2MASXJ153928953353392,,234.870514,33.894203,3.22,1.74,0.5403726708074533,1.8505747126436785,0.14,SC,thick_like,,unmatched,,,
PGC1129718,PGC1129718,PGC_1129718,234.892654,-0.986731,7.08,1.29,0.1822033898305085,5.488372093023256,0.09,SB,intermediate,,unmatched,,,
PGC1487701,PGC1487701,PGC_1487701,234.914444,15.554728,3.86,1.15,0.2979274611398964,3.356521739130435,0.1,SC,thick_like,,unmatched,,,
PGC55732,PGC55732,PGC_55732,234.919937,17.45863,4.64,1.97,0.4245689655172414,2.355329949238578,0.11,SC,thick_like,,unmatched,,,
PGC91466,PGC91466,PGC_91466,234.941513,41.873398,6.38,1.17,0.183385579937304,5.452991452991453,0.05,SD,intermediate,,unmatched,,,
2MASXJ15395898+1225519,2MASXJ153958981225519,,234.995911,12.431123,5.39,2.05,0.3803339517625231,2.629268292682927,0.21,SB,thick_like,,unmatched,,,
PGC1917514,PGC1917514,PGC_1917514,235.055084,30.776083,4.85,1.79,0.3690721649484536,2.7094972067039103,0.34,SA,thick_like,,unmatched,,,
PGC2280092,PGC2280092,PGC_2280092,235.116257,46.373814,4.16,1.15,0.2764423076923076,3.6173913043478265,0.09,SC,thick_like,,unmatched,,,
PGC1711937,PGC1711937,PGC_1711937,235.123138,24.620741,3.31,1.66,0.5015105740181268,1.993975903614458,0.32,SB,thick_like,,unmatched,,,
PGC1833846,PGC1833846,PGC_1833846,235.152008,28.370413,5.84,1.45,0.2482876712328767,4.027586206896552,0.05,SD,thick_like,,unmatched,,,
PGC91467,PGC91467,PGC_91467,235.274429,5.963011,7.24,1.74,0.2403314917127071,4.1609195402298855,0.06,SD,thick_like,,unmatched,,,
PGC1980117,PGC1980117,PGC_1980117,235.31488,32.097954,4.49,1.78,0.3964365256124721,2.52247191011236,0.11,SC,thick_like,,unmatched,,,
PGC91470,PGC91470,PGC_91470,235.356506,53.562176,4.93,1.26,0.255578093306288,3.912698412698413,0.06,SD,thick_like,,unmatched,,,
PGC1635627,PGC1635627,PGC_1635627,235.40831,20.77478,4.15,1.29,0.3108433734939759,3.217054263565892,0.07,SC,thick_like,,unmatched,,,
PGC1832469,PGC1832469,PGC_1832469,235.410065,28.320467,5.21,2.16,0.4145873320537428,2.4120370370370368,0.2,SB,thick_like,,unmatched,,,
PGC2524892,PGC2524892,PGC_2524892,235.414307,56.082233,3.51,1.8,0.5128205128205129,1.95,0.37,SA,thick_like,,unmatched,,,
PGC2273563,PGC2273563,PGC_2273563,235.435196,45.98819,5.33,1.97,0.3696060037523452,2.705583756345178,0.19,SB,thick_like,,unmatched,,,
