Name,preferred_name,catalog_name_normalized,RAJ2000,DEJ2000,Band,h,e_h,z0,e_z0,z0_over_h,h_over_z0,S0,e_S0,gradz0,mag,B/T,Type,RV,AName,NED,thickness_flag,biz_name,biz_name_norm,biz_catalog_token,RA_match_deg,DE_match_deg,biz_aname_norm,biz_aname_token,biz_ned_norm,biz_ned_token,matched,match_reason,matched_sparc_name,matched_sparc_index,matched_sep_deg
EON_323.639_18.952,UGC11768,UGC11768,323.64209,18.95096,r,15.62,0.35,2.31,0.11,0.1478873239436619,6.761904761904761,22.07,0.11,-0.051,14.45,0.1,SD,6608.0,UGC11768,NED,intermediate,UGC11768,UGC11768,UGC11768,323.64209,18.95096,UGC11768,UGC11768,NED,,False,unmatched,,,
EON_323.742_-6.487,PGC1032302,PGC1032302,323.741791,-6.48667,r,4.52,0.24,1.62,0.16,0.3584070796460177,2.790123456790123,21.31,0.14,-0.061,16.07,0.16,SB,18124.0,PGC1032302,NED,thick_like,PGC1032302,PGC1032302,PGC1032302,323.741791,-6.48667,PGC1032302,PGC1032302,NED,,False,unmatched,,,
EON_323.935_-3.825,PGC1066388,PGC1066388,323.934814,-3.825002,r,3.8,0.18,1.57,0.16,0.4131578947368421,2.4203821656050954,20.88,0.2,0.053,16.28,0.1,SC,,PGC1066388,NED,thick_like,PGC1066388,PGC1066388,PGC1066388,323.934814,-3.825002,PGC1066388,PGC1066388,NED,,False,unmatched,,,
EON_323.987_5.230,NED,,323.987213,5.230393,r,5.35,0.3,0.99,0.07,0.1850467289719626,5.404040404040404,22.39,0.13,-0.078,17.28,0.06,SD,,,NED,intermediate,NED,NED,,323.987213,5.230393,,,NED,,False,unmatched,,,
EON_324.133_5.738,UGC11778,UGC11778,324.133423,5.738266,r,9.92,0.09,2.07,0.22,0.2086693548387096,4.792270531400966,22.14,0.13,0.066,15.23,0.12,SB,14504.0,UGC11778,NED,thick_like,UGC11778,UGC11778,UGC11778,324.133423,5.738266,UGC11778,UGC11778,NED,,False,unmatched,,,
EON_324.215_1.235,PGC189149,PGC189149,324.214661,1.235103,r,6.14,0.25,1.75,0.18,0.2850162866449511,3.5085714285714285,21.45,0.25,0.099,15.25,0.18,SB,12437.0,PGC189149,NED,thick_like,PGC189149,PGC189149,PGC189149,324.214661,1.235103,PGC189149,PGC189149,NED,,False,unmatched,,,
EON_324.355_-7.149,PGC1023723,PGC1023723,324.355194,-7.149081,r,7.31,0.56,1.23,0.15,0.1682626538987688,5.943089430894308,22.6,0.31,-0.094,16.64,0.06,SD,15904.0,PGC1023723,NED,intermediate,PGC1023723,PGC1023723,PGC1023723,324.355194,-7.149081,PGC1023723,PGC1023723,NED,,False,unmatched,,,
EON_324.649_-8.090,PGC1008476,PGC1008476,324.6492,-8.09031,r,4.12,0.08,0.95,0.11,0.2305825242718446,4.336842105263158,21.99,0.26,-0.046,17.29,0.09,SB,15778.0,PGC1008476,NED,thick_like,PGC1008476,PGC1008476,PGC1008476,324.6492,-8.09031,PGC1008476,PGC1008476,NED,,False,unmatched,,,
EON_324.653_-7.434,PGC1019085,PGC1019085,324.653351,-7.433793,r,4.82,0.84,0.89,0.17,0.1846473029045643,5.415730337078652,21.9,0.39,-0.037,17.65,0.09,SC,31871.0,PGC1019085,NED,intermediate,PGC1019085,PGC1019085,PGC1019085,324.653351,-7.433793,PGC1019085,PGC1019085,NED,,False,unmatched,,,
EON_324.861_2.827,UGC11785,UGC11785,324.86145,2.826908,r,16.34,0.37,2.96,0.13,0.1811505507955936,5.52027027027027,22.02,0.06,-0.071,14.16,0.09,SD,4072.0,UGC11785,NED,intermediate,UGC11785,UGC11785,UGC11785,324.86145,2.826908,UGC11785,UGC11785,NED,,False,unmatched,,,
EON_324.945_-0.113,PGC91711,PGC91711,324.94455,-0.113009,r,5.84,0.07,1.02,0.06,0.1746575342465753,5.725490196078432,21.98,0.16,-0.047,16.33,0.11,SB,20372.0,PGC091711,NED,intermediate,PGC91711,PGC91711,PGC91711,324.94455,-0.113009,PGC091711,PGC91711,NED,,False,unmatched,,,
EON_324.974_11.588,2MASXJ21395370+1135156,,324.973907,11.587674,r,5.15,0.05,2.03,0.28,0.3941747572815533,2.536945812807882,21.15,0.15,0.172,15.32,0.38,SA,19546.0,2MASXJ21395370+1135156,NED,thick_like,2MASXJ21395370+1135156,2MASXJ21395370+1135156,,324.973907,11.587674,2MASXJ21395370+1135156,,NED,,False,unmatched,,,
EON_324.996_-8.127,PGC189424,PGC189424,324.996338,-8.127199,r,5.51,0.03,3.48,0.51,0.6315789473684211,1.5833333333333333,20.99,0.15,0.18,15.36,0.14,SC,15768.0,PGC189424,NED,thick_like,PGC189424,PGC189424,PGC189424,324.996338,-8.127199,PGC189424,PGC189424,NED,,False,unmatched,,,
EON_325.055_0.031,PGC189486,PGC189486,325.054688,0.031106,r,4.13,0.05,1.72,0.2,0.4164648910411622,2.4011627906976742,21.14,0.15,0.09,15.76,0.39,SB,18704.0,PGC189486,NED,thick_like,PGC189486,PGC189486,PGC189486,325.054688,0.031106,PGC189486,PGC189486,NED,,False,unmatched,,,
EON_325.087_12.355,PGC67153,PGC67153,325.087006,12.354804,r,6.36,0.1,3.59,0.31,0.5644654088050314,1.7715877437325906,20.17,0.1,0.126,14.23,0.17,SC,5888.0,PGC067153,NED,thick_like,PGC67153,PGC67153,PGC67153,325.087006,12.354804,PGC067153,PGC67153,NED,,False,unmatched,,,
EON_325.172_-7.988,PGC1009975,PGC1009975,325.171814,-7.987752,r,4.14,0.14,0.58,0.12,0.1400966183574879,7.137931034482759,22.58,0.21,-0.045,17.82,0.05,SD,,PGC1009975,NED,intermediate,PGC1009975,PGC1009975,PGC1009975,325.171814,-7.987752,PGC1009975,PGC1009975,NED,,False,unmatched,,,
EON_325.200_7.004,2MASXJ21404801+0700136,,325.200043,7.003788,r,6.98,0.2,1.05,0.12,0.1504297994269341,6.647619047619048,23.1,0.14,0.07,17.0,0.13,SC,,2MASXJ21404801+0700136,NED,intermediate,2MASXJ21404801+0700136,2MASXJ21404801+0700136,,325.200043,7.003788,2MASXJ21404801+0700136,,NED,,False,unmatched,,,
EON_325.624_15.833,PGC93014,PGC93014,325.623566,15.833054,r,6.28,1.55,1.25,0.16,0.1990445859872611,5.024,22.84,0.48,-0.173,17.36,0.07,SC,,PGC093014,NED,intermediate,PGC93014,PGC93014,PGC93014,325.623566,15.833054,PGC093014,PGC93014,NED,,False,unmatched,,,
EON_325.771_21.019,PGC1640998,PGC1640998,325.770874,21.019382,r,5.1,0.49,1.41,0.13,0.2764705882352941,3.617021276595745,22.15,0.23,-0.161,16.78,0.13,SC,,PGC1640998,NED,thick_like,PGC1640998,PGC1640998,PGC1640998,325.770874,21.019382,PGC1640998,PGC1640998,NED,,False,unmatched,,,
EON_326.098_-7.196,PGC91714,PGC91714,326.097809,-7.196204,r,7.23,0.03,2.17,0.25,0.3001383125864453,3.331797235023042,21.26,0.15,0.18,14.92,0.15,SB,5829.0,PGC091714,NED,thick_like,PGC91714,PGC91714,PGC91714,326.097809,-7.196204,PGC091714,PGC91714,NED,,False,unmatched,,,
EON_326.160_6.960,PGC93016,PGC93016,326.160187,6.959958,r,8.71,0.12,1.43,0.1,0.1641791044776119,6.090909090909092,22.34,0.12,-0.035,15.69,0.23,SB,10483.0,PGC093016,NED,intermediate,PGC93016,PGC93016,PGC93016,326.160187,6.959958,PGC093016,PGC93016,NED,,False,unmatched,,,
EON_326.164_-6.690,PGC67282,PGC67282,326.164398,-6.689647,r,16.69,0.25,2.76,0.2,0.1653684841222288,6.047101449275363,22.57,0.17,-0.013,14.86,0.04,SD,3091.0,PGC067282,NED,intermediate,PGC67282,PGC67282,PGC67282,326.164398,-6.689647,PGC067282,PGC67282,NED,,False,unmatched,,,
EON_326.299_-7.439,PGC1018982,PGC1018982,326.298706,-7.438819,r,5.79,0.04,0.73,0.14,0.1260794473229706,7.931506849315069,22.38,0.19,0.015,17.99,0.04,SD,,PGC1018982,NED,intermediate,PGC1018982,PGC1018982,PGC1018982,326.298706,-7.438819,PGC1018982,PGC1018982,NED,,False,unmatched,,,
EON_326.441_46.413,PGC167526,PGC167526,326.441162,46.413048,r,6.6,0.13,1.92,0.08,0.2909090909090909,3.4375,21.07,0.09,0.021,15.33,0.07,IR,,PGC167526,NED,thick_like,PGC167526,PGC167526,PGC167526,326.441162,46.413048,PGC167526,PGC167526,NED,,False,unmatched,,,
EON_326.681_13.141,PGC67336,PGC67336,326.680847,13.140695,r,10.53,0.55,2.06,0.27,0.1956315289648623,5.1116504854368925,22.9,0.2,0.123,16.09,0.11,SA,,PGC067336,NED,intermediate,PGC67336,PGC67336,PGC67336,326.680847,13.140695,PGC067336,PGC67336,NED,,False,unmatched,,,
EON_326.698_15.312,PGC1481227,PGC1481227,326.698334,15.311573,r,5.03,0.07,1.93,0.11,0.3836978131212723,2.6062176165803117,20.59,0.14,0.053,14.94,0.27,SB,,PGC1481227,NED,thick_like,PGC1481227,PGC1481227,PGC1481227,326.698334,15.311573,PGC1481227,PGC1481227,NED,,False,unmatched,,,
EON_326.761_-8.441,PGC1003693,PGC1003693,326.761108,-8.441165,r,5.34,0.08,1.71,0.16,0.3202247191011236,3.12280701754386,21.33,0.22,0.082,15.87,0.13,SC,18449.0,PGC1003693,NED,thick_like,PGC1003693,PGC1003693,PGC1003693,326.761108,-8.441165,PGC1003693,PGC1003693,NED,,False,unmatched,,,
EON_326.766_-8.305,PGC1005426,PGC1005426,326.76593,-8.305055,r,6.64,0.99,1.63,0.18,0.2454819277108433,4.073619631901841,22.6,0.27,-0.004,16.41,0.17,SA,18503.0,PGC1005426,NED,thick_like,PGC1005426,PGC1005426,PGC1005426,326.76593,-8.305055,PGC1005426,PGC1005426,NED,,False,unmatched,,,
EON_326.911_25.890,PGC91717,PGC91717,326.906067,25.887762,r,5.46,0.14,1.67,0.14,0.3058608058608058,3.269461077844312,22.19,0.12,-0.024,16.8,0.07,SD,,PGC091717,NED,thick_like,PGC91717,PGC91717,PGC91717,326.906067,25.887762,PGC091717,PGC91717,NED,,False,unmatched,,,
EON_327.236_-0.346,PGC91718,PGC91718,327.236359,-0.345582,r,7.68,0.33,1.78,0.13,0.2317708333333333,4.314606741573034,21.14,0.23,-0.005,15.24,0.08,SD,4748.0,PGC091718,NED,thick_like,PGC91718,PGC91718,PGC91718,327.236359,-0.345582,PGC091718,PGC91718,NED,,False,unmatched,,,
EON_327.986_12.237,PGC1406025,PGC1406025,327.98642,12.236746,r,3.23,0.18,1.87,0.37,0.5789473684210527,1.727272727272727,19.57,0.33,0.221,15.67,0.13,SC,8216.0,PGC1406025,NED,thick_like,PGC1406025,PGC1406025,PGC1406025,327.98642,12.236746,PGC1406025,PGC1406025,NED,,False,unmatched,,,
EON_328.075_-6.569,PGC1031349,PGC1031349,328.075409,-6.568832,r,3.46,0.15,1.36,0.15,0.3930635838150289,2.544117647058824,21.29,0.23,0.152,16.81,0.11,SC,,PGC1031349,NED,thick_like,PGC1031349,PGC1031349,PGC1031349,328.075409,-6.568832,PGC1031349,PGC1031349,NED,,False,unmatched,,,
EON_328.108_-8.174,PGC90397,PGC90397,328.10849,-8.173603,r,5.0,0.27,3.14,0.73,0.628,1.592356687898089,20.78,0.32,0.432,14.47,0.47,SB,10356.0,PGC090397,NED,thick_like,PGC90397,PGC90397,PGC90397,328.10849,-8.173603,PGC090397,PGC90397,NED,,False,unmatched,,,
EON_328.150_28.306,UGC11838,UGC11838,328.149841,28.306345,r,20.41,0.43,3.84,0.21,0.1881430671239588,5.315104166666667,22.44,0.07,-0.055,14.19,0.06,IR,3477.0,UGC11838,NED,intermediate,UGC11838,UGC11838,UGC11838,328.149841,28.306345,UGC11838,UGC11838,NED,,False,unmatched,,,
EON_328.212_-7.217,PGC1022610,PGC1022610,328.212128,-7.217462,r,5.68,0.43,1.0,0.09,0.176056338028169,5.68,21.66,0.29,0.008,16.74,0.09,SD,21495.0,PGC1022610,NED,intermediate,PGC1022610,PGC1022610,PGC1022610,328.212128,-7.217462,PGC1022610,PGC1022610,NED,,False,unmatched,,,
EON_328.490_6.749,PGC67598,PGC67598,328.489502,6.748465,r,7.27,0.19,2.04,0.09,0.2806052269601101,3.563725490196078,20.94,0.19,-0.011,14.52,0.21,SB,8453.0,PGC067598,NED,thick_like,PGC67598,PGC67598,PGC67598,328.489502,6.748465,PGC067598,PGC67598,NED,,False,unmatched,,,
EON_328.592_6.497,PGC1301865,PGC1301865,328.592102,6.497232,r,4.03,0.16,1.48,0.18,0.3672456575682382,2.722972972972973,21.01,0.3,-0.005,16.48,0.11,SC,,PGC1301865,NED,thick_like,PGC1301865,PGC1301865,PGC1301865,328.592102,6.497232,PGC1301865,PGC1301865,NED,,False,unmatched,,,
EON_328.779_21.721,2MASXJ21550694+2143174,,328.778748,21.721491,r,6.67,0.24,1.21,0.09,0.1814092953523238,5.5123966942148765,22.38,0.2,0.032,16.33,0.09,SB,,2MASXJ21550694+2143174,NED,intermediate,2MASXJ21550694+2143174,2MASXJ21550694+2143174,,328.778748,21.721491,2MASXJ21550694+2143174,,NED,,False,unmatched,,,
EON_328.783_-9.223,PGC190762,PGC190762,328.783112,-9.223385,r,5.52,0.52,1.29,0.11,0.233695652173913,4.27906976744186,21.66,0.29,0.018,16.05,0.13,SB,17413.0,PGC190762,NED,thick_like,PGC190762,PGC190762,PGC190762,328.783112,-9.223385,PGC190762,PGC190762,NED,,False,unmatched,,,
EON_328.824_-0.675,SDSSJ215517.92-004030.0,,328.82431,-0.674732,r,3.68,0.05,0.99,0.1,0.2690217391304347,3.7171717171717176,21.98,0.11,-0.026,17.34,0.05,IR,20677.0,SDSSJ215517.92-004030.0,NED,thick_like,SDSSJ215517.92-004030.0,SDSSJ215517.92-004030.0,,328.82431,-0.674732,SDSSJ215517.92-004030.0,,NED,,False,unmatched,,,
EON_328.862_-6.947,2MASXJ21552683-0656483,,328.861847,-6.946954,r,4.28,0.04,1.44,0.16,0.3364485981308411,2.9722222222222223,21.7,0.12,0.107,16.51,0.12,SC,19602.0,2MASXJ21552683-0656483,NED,thick_like,2MASXJ21552683-0656483,2MASXJ21552683-0656483,,328.861847,-6.946954,2MASXJ21552683-0656483,,NED,,False,unmatched,,,
EON_329.058_-1.162,PGC214792,PGC214792,329.057739,-1.162051,r,5.15,0.05,1.18,0.13,0.2291262135922329,4.364406779661017,21.76,0.16,0.124,16.37,0.06,SD,4827.0,PGC214792,NED,thick_like,PGC214792,PGC214792,PGC214792,329.057739,-1.162051,PGC214792,PGC214792,NED,,False,unmatched,,,
EON_329.532_1.009,UGC11859,UGC11859,329.530212,1.008698,r,13.94,0.23,5.46,0.84,0.3916786226685796,2.553113553113553,22.12,0.18,0.1,14.27,0.47,SC,3011.0,UGC11859,NED,thick_like,UGC11859,UGC11859,UGC11859,329.530212,1.008698,UGC11859,UGC11859,NED,,False,unmatched,,,
EON_329.662_-7.845,PGC1012110,PGC1012110,329.661865,-7.84507,r,5.59,0.03,1.73,0.21,0.3094812164579607,3.23121387283237,21.0,0.2,0.205,15.3,0.27,SB,17496.0,PGC1012110,NED,thick_like,PGC1012110,PGC1012110,PGC1012110,329.661865,-7.84507,PGC1012110,PGC1012110,NED,,False,unmatched,,,
EON_329.957_-1.192,PGC1124612,PGC1124612,329.957214,-1.192417,r,6.19,0.08,1.34,0.14,0.2164781906300484,4.619402985074627,21.84,0.18,0.11,16.37,0.08,SD,,PGC1124612,NED,thick_like,PGC1124612,PGC1124612,PGC1124612,329.957214,-1.192417,PGC1124612,PGC1124612,NED,,False,unmatched,,,
EON_330.018_-7.595,SDSSJ220004.24-073542.9,,330.0177,-7.595221,r,6.66,0.69,1.41,0.12,0.2117117117117117,4.723404255319149,22.13,0.26,-0.107,16.76,0.06,SD,17556.0,SDSSJ220004.24-073542.9,NED,thick_like,SDSSJ220004.24-073542.9,SDSSJ220004.24-073542.9,,330.0177,-7.595221,SDSSJ220004.24-073542.9,,NED,,False,unmatched,,,
EON_330.124_11.380,PGC1392729,PGC1392729,330.124268,11.380184,r,3.38,0.28,1.64,0.18,0.4852071005917159,2.0609756097560976,20.31,0.36,0.127,15.73,0.28,SC,9360.0,PGC1392729,NED,thick_like,PGC1392729,PGC1392729,PGC1392729,330.124268,11.380184,PGC1392729,PGC1392729,NED,,False,unmatched,,,
EON_330.372_3.565,PGC91724,PGC91724,330.371979,3.564792,r,5.87,0.32,1.7,0.22,0.2896081771720613,3.4529411764705884,22.88,0.19,0.127,17.37,0.04,IR,8163.0,PGC091724,NED,thick_like,PGC91724,PGC91724,PGC91724,330.371979,3.564792,PGC091724,PGC91724,NED,,False,unmatched,,,
EON_330.541_8.268,PGC91722,PGC91722,330.540527,8.26833,r,9.62,0.18,1.76,0.19,0.1829521829521829,5.465909090909091,22.61,0.2,-0.112,16.19,0.05,SD,,PGC091722,NED,intermediate,PGC91722,PGC91722,PGC91722,330.540527,8.26833,PGC091722,PGC91722,NED,,False,unmatched,,,
EON_330.621_2.834,UGC11876,UGC11876,330.621002,2.83379,r,9.11,0.13,1.71,0.12,0.1877058177826564,5.327485380116959,21.75,0.15,0.014,15.29,0.06,SD,3968.0,UGC11876,NED,intermediate,UGC11876,UGC11876,UGC11876,330.621002,2.83379,UGC11876,UGC11876,NED,,False,unmatched,,,
EON_331.026_-9.320,PGC992520,PGC992520,331.025574,-9.319703,r,5.58,0.42,1.51,0.18,0.2706093189964157,3.695364238410596,21.76,0.28,-0.074,16.5,0.07,SB,19126.0,PGC992520,NED,thick_like,PGC992520,PGC992520,PGC992520,331.025574,-9.319703,PGC992520,PGC992520,NED,,False,unmatched,,,
EON_331.026_0.219,PGC1160132,PGC1160132,331.025818,0.218663,r,3.35,0.19,1.1,0.09,0.3283582089552239,3.0454545454545454,21.2,0.14,-0.062,16.76,0.08,SD,18231.0,PGC1160132,NED,thick_like,PGC1160132,PGC1160132,PGC1160132,331.025818,0.218663,PGC1160132,PGC1160132,NED,,False,unmatched,,,
EON_331.180_-2.973,PGC91726,PGC91726,331.179688,-2.972603,r,5.64,0.04,1.67,0.12,0.2960992907801418,3.377245508982036,21.07,0.17,-0.015,15.59,0.08,SD,9888.0,PGC091726,NED,thick_like,PGC91726,PGC91726,PGC91726,331.179688,-2.972603,PGC091726,PGC91726,NED,,False,unmatched,,,
EON_331.368_-7.456,PGC191340,PGC191340,331.36795,-7.456237,r,5.7,0.27,2.25,0.39,0.3947368421052631,2.533333333333333,21.69,0.25,0.177,15.55,0.39,SA,17736.0,PGC191340,NED,thick_like,PGC191340,PGC191340,PGC191340,331.36795,-7.456237,PGC191340,PGC191340,NED,,False,unmatched,,,
EON_331.640_-8.035,PGC91727,PGC91727,331.640259,-8.035201,r,8.39,0.12,2.4,0.16,0.2860548271752085,3.4958333333333336,21.37,0.16,-0.008,15.01,0.06,SD,8468.0,PGC091727,NED,thick_like,PGC91727,PGC91727,PGC91727,331.640259,-8.035201,PGC091727,PGC91727,NED,,False,unmatched,,,
EON_331.691_-7.688,NED,,331.69104,-7.688121,r,3.68,0.04,1.0,0.12,0.2717391304347826,3.68,21.35,0.29,-0.059,17.51,0.05,SD,,,NED,thick_like,NED,NED,,331.69104,-7.688121,,,NED,,False,unmatched,,,
EON_331.816_21.885,2MASXJ22071576+2153064,,331.815735,21.885151,r,4.73,0.19,1.29,0.19,0.2727272727272727,3.666666666666667,22.01,0.17,-0.075,16.51,0.16,SB,,2MASXJ22071576+2153064,NED,thick_like,2MASXJ22071576+2153064,2MASXJ22071576+2153064,,331.815735,21.885151,2MASXJ22071576+2153064,,NED,,False,unmatched,,,
EON_332.464_7.430,PGC91730,PGC91730,332.464447,7.429644,r,16.86,3.73,1.57,0.18,0.0931198102016607,10.738853503184712,23.79,0.23,0.069,16.93,0.04,SD,,PGC091730,NED,thin_like,PGC91730,PGC91730,PGC91730,332.464447,7.429644,PGC091730,PGC91730,NED,,False,unmatched,,,
EON_332.634_20.726,PGC1634527,PGC1634527,332.634125,20.726162,r,6.83,0.12,2.04,0.14,0.2986822840409956,3.3480392156862746,21.23,0.14,-0.034,15.32,0.09,SC,,PGC1634527,NED,thick_like,PGC1634527,PGC1634527,PGC1634527,332.634125,20.726162,PGC1634527,PGC1634527,NED,,False,unmatched,,,
EON_332.752_22.777,PGC91731,PGC91731,332.744324,22.775028,r,6.88,0.1,1.9,0.12,0.2761627906976744,3.621052631578948,21.65,0.19,0.044,15.47,0.17,SD,7209.0,PGC091731,NED,thick_like,PGC91731,PGC91731,PGC91731,332.744324,22.775028,PGC091731,PGC91731,NED,,False,unmatched,,,
EON_332.840_11.782,PGC214805,PGC214805,332.840118,11.781703,r,4.19,0.17,0.92,0.07,0.2195704057279236,4.554347826086957,21.36,0.11,0.082,16.5,0.09,SD,18265.0,PGC214805,NED,thick_like,PGC214805,PGC214805,PGC214805,332.840118,11.781703,PGC214805,PGC214805,NED,,False,unmatched,,,
EON_332.900_13.954,PGC1445127,PGC1445127,332.899658,13.954094,r,7.01,0.08,2.59,0.25,0.369472182596291,2.7065637065637067,21.78,0.13,0.025,15.72,0.09,SC,7721.0,PGC1445127,NED,thick_like,PGC1445127,PGC1445127,PGC1445127,332.899658,13.954094,PGC1445127,PGC1445127,NED,,False,unmatched,,,
EON_332.910_15.718,PGC87268,PGC87268,332.910187,15.718379,r,7.17,0.27,1.45,0.09,0.202231520223152,4.944827586206896,22.22,0.21,-0.066,16.19,0.05,SD,7812.0,PGC087268,NED,thick_like,PGC87268,PGC87268,PGC87268,332.910187,15.718379,PGC087268,PGC87268,NED,,False,unmatched,,,
EON_333.752_0.804,PGC1175917,PGC1175917,333.751587,0.804065,r,4.67,0.32,1.62,0.23,0.3468950749464668,2.882716049382716,21.4,0.25,0.107,15.86,0.28,SB,13212.0,PGC1175917,NED,thick_like,PGC1175917,PGC1175917,PGC1175917,333.751587,0.804065,PGC1175917,PGC1175917,NED,,False,unmatched,,,
EON_333.869_19.218,UGC11964,UGC11964,333.870941,19.220615,r,18.99,0.45,3.92,0.34,0.2064244339125855,4.844387755102041,22.82,0.1,0.129,14.73,0.04,SD,1420.0,UGC11964,NED,thick_like,UGC11964,UGC11964,UGC11964,333.870941,19.220615,UGC11964,UGC11964,NED,,False,unmatched,,,
EON_333.912_6.541,PGC3091887,PGC3091887,333.911652,6.541355,r,4.42,0.09,2.14,0.15,0.4841628959276018,2.0654205607476634,20.57,0.14,0.133,15.22,0.36,SA,,PGC3091887,NED,thick_like,PGC3091887,PGC3091887,PGC3091887,333.911652,6.541355,PGC3091887,PGC3091887,NED,,False,unmatched,,,
EON_334.002_13.148,PGC1424022,PGC1424022,334.00174,13.147812,r,4.12,0.16,1.7,0.26,0.4126213592233009,2.423529411764706,20.05,0.27,0.208,14.89,0.35,SB,7856.0,PGC1424022,NED,thick_like,PGC1424022,PGC1424022,PGC1424022,334.00174,13.147812,PGC1424022,PGC1424022,NED,,False,unmatched,,,
EON_334.241_13.543,PGC1433787,PGC1433787,334.241272,13.542964,r,4.7,0.04,2.26,0.2,0.4808510638297871,2.0796460176991154,20.43,0.13,0.079,14.96,0.24,SC,7857.0,PGC1433787,NED,thick_like,PGC1433787,PGC1433787,PGC1433787,334.241272,13.542964,PGC1433787,PGC1433787,NED,,False,unmatched,,,
EON_334.376_13.942,PGC1444799,PGC1444799,334.375824,13.942398,r,5.87,0.17,1.3,0.11,0.221465076660988,4.515384615384615,22.14,0.14,0.072,16.36,0.13,SB,27376.0,PGC1444799,NED,thick_like,PGC1444799,PGC1444799,PGC1444799,334.375824,13.942398,PGC1444799,PGC1444799,NED,,False,unmatched,,,
EON_334.553_12.835,SDSSJ221812.74+125006.8,,334.553131,12.83521,r,4.35,0.31,1.06,0.08,0.2436781609195402,4.10377358490566,21.49,0.16,-0.016,16.7,0.06,SD,8224.0,SDSSJ221812.74+125006.8,NED,thick_like,SDSSJ221812.74+125006.8,SDSSJ221812.74+125006.8,,334.553131,12.83521,SDSSJ221812.74+125006.8,,NED,,False,unmatched,,,
EON_335.096_14.089,PGC1448927,PGC1448927,335.095673,14.088711,r,7.43,0.15,1.51,0.17,0.2032301480484522,4.920529801324503,22.55,0.21,-0.031,16.42,0.12,SB,19917.0,PGC1448927,NED,thick_like,PGC1448927,PGC1448927,PGC1448927,335.095673,14.088711,PGC1448927,PGC1448927,NED,,False,unmatched,,,
EON_335.318_0.997,PGC1181410,PGC1181410,335.317505,0.997124,r,4.69,0.07,1.48,0.12,0.3155650319829424,3.1689189189189197,21.03,0.12,0.076,15.67,0.25,SB,17078.0,PGC1181410,NED,thick_like,PGC1181410,PGC1181410,PGC1181410,335.317505,0.997124,PGC1181410,PGC1181410,NED,,False,unmatched,,,
EON_335.391_12.523,PGC214822,PGC214822,335.390594,12.522866,r,5.13,0.16,2.29,0.27,0.4463937621832359,2.2401746724890828,21.67,0.16,0.094,16.29,0.11,SC,7771.0,PGC214822,NED,thick_like,PGC214822,PGC214822,PGC214822,335.390594,12.522866,PGC214822,PGC214822,NED,,False,unmatched,,,
EON_335.394_12.032,SDSSJ222134.54+120154.3,,335.39386,12.031825,r,4.08,0.09,0.79,0.09,0.1936274509803921,5.1645569620253164,21.62,0.29,-0.124,17.4,0.07,SD,26368.0,SDSSJ222134.54+120154.3,NED,intermediate,SDSSJ222134.54+120154.3,SDSSJ222134.54+120154.3,,335.39386,12.031825,SDSSJ222134.54+120154.3,,NED,,False,unmatched,,,
EON_335.554_22.952,PGC1678871,PGC1678871,335.553833,22.95163,r,4.43,0.08,2.17,0.2,0.489841986455982,2.0414746543778803,21.23,0.15,0.046,15.95,0.22,SB,,PGC1678871,NED,thick_like,PGC1678871,PGC1678871,PGC1678871,335.553833,22.95163,PGC1678871,PGC1678871,NED,,False,unmatched,,,
EON_335.715_23.171,PGC1682711,PGC1682711,335.7146,23.171404,r,8.53,1.53,1.3,0.22,0.1524032825322391,6.56153846153846,22.9,0.36,0.296,17.03,0.1,SC,,PGC1682711,NED,intermediate,PGC1682711,PGC1682711,PGC1682711,335.7146,23.171404,PGC1682711,PGC1682711,NED,,False,unmatched,,,
EON_335.826_39.423,NED,,335.825592,39.422855,r,8.13,0.57,1.6,0.19,0.1968019680196802,5.08125,22.67,0.21,0.116,16.72,0.07,SC,,,NED,intermediate,NED,NED,,335.825592,39.422855,,,NED,,False,unmatched,,,
EON_335.854_-8.923,PGC997487,PGC997487,335.853668,-8.92319,r,5.46,0.12,1.57,0.1,0.2875457875457876,3.4777070063694264,22.05,0.2,-0.063,16.04,0.21,SB,25138.0,PGC997487,NED,thick_like,PGC997487,PGC997487,PGC997487,335.853668,-8.92319,PGC997487,PGC997487,NED,,False,unmatched,,,
EON_335.861_37.359,NED,,335.860413,37.359848,r,5.12,0.76,1.38,0.15,0.26953125,3.710144927536232,22.01,0.32,0.077,17.03,0.1,SD,,,NED,thick_like,NED,NED,,335.860413,37.359848,,,NED,,False,unmatched,,,
EON_335.867_0.277,NED,,335.866577,0.277493,r,7.24,0.14,0.43,0.09,0.0593922651933701,16.837209302325583,21.59,0.43,0.203,17.86,0.05,SD,,,NED,thin_like,NED,NED,,335.866577,0.277493,,,NED,,False,unmatched,,,
EON_336.171_39.953,NED,,336.170197,39.953274,r,2.28,1.54,1.87,0.23,0.8201754385964913,1.2192513368983957,20.69,0.47,0.008,17.11,0.13,SD,,,NED,thick_like,NED,NED,,336.170197,39.953274,,,NED,,False,unmatched,,,
EON_336.180_-8.848,2MASXJ22244326-0850544,,336.180206,-8.848421,r,5.96,0.15,1.21,0.1,0.2030201342281879,4.925619834710744,21.77,0.19,0.121,16.04,0.08,SD,28640.0,2MASXJ22244326-0850544,NED,thick_like,2MASXJ22244326-0850544,2MASXJ22244326-0850544,,336.180206,-8.848421,2MASXJ22244326-0850544,,NED,,False,unmatched,,,
